id	r	g	b
0	"146	"	129	147
1	220	145	167
2	134	61	96
3	187	163	108
4	115	81	56
5	146	176	133
6	77	96	70
7	102	182	193
8	52	99	118
9	167	173	241
10	93	83	145
11	221	145	229
12	132	57	138
13	179	168	180
14	107	82	108
