ID	R	G	B
0	132	132	132
1	244	142	150
3	199	169	59
5	99	191	101
7	0	196	190
9	119	174	244
11	228	140	227
13	171	171	171
2	137	77	82
4	111	93	29
6	52	106	53
8	0	109	105
10	64	96	137
12	127	76	127
14	94	94	94
