id	r	g	b
0	145	127	146
1	233	135	166
2	134	79	93
3	198	166	104
4	115	95	52
5	109	177	103
6	80	103	69
7	63	179	180
8	35	106	108
9	156	164	246
10	91	91	139
11	223	129	232
12	128	75	130
13	181	161	180
14	103	91	100
