id	r	g	b
0	155	119	155
1	237	123	173
2	142	50	100
3	205	163	120
4	127	80	56
5	131	171	118
6	88	94	70
7	97	172	184
8	56	98	117
9	170	155	251
10	108	72	148
11	234	104	239
12	140	43	140
13	189	157	185
14	117	74	109
